1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
9367,3254,9371,8435,1711,480,8602,9777,5844,7413,3897,8477,7572,6038,9393,1373,1415,3422,2316,2301,3105,2721,7785,3796,1963,6653,4832,5692,3760,4800,5715,8966,5403,7696,4469,3495,7328,6674,5180,1534,5400,1925,9002,5556,7432,0,8364,7830,6793,4510,7061,8151,6534,5663,1292,3126,4255,8259,8853,4679,3628,9855,9547,6093,1999,3345,2825,4326,8331,2298,3634,7348,7434,9577,3508,3288,7226,4972,5650,3590,7000,3102,4976,5714,7483,4382,8661,3880,10020,746,1855,3663,8662,5529,3335,1358,7832,9966,7812,9226
3940,8406,10051,8594,10032,7907,9821,4448,3073,4698,5935,6746,868,7791,5460,7045,9539,5693,8631,6869,5663,5667,1356,4909,8120,6277,3643,5205,6238,5525,8392,4757,3213,4622,5628,5542,1127,3450,3331,6939,9022,7116,4979,5331,3829,8364,0,1851,7689,4217,1803,1193,2392,2956,7608,8710,5711,9332,4072,3692,9240,2088,4478,9648,6930,7254,6214,7999,723,6181,6382,3758,1939,4343,5532,9372,7345,7903,6470,5291,8066,5404,9693,7720,7164,9727,6439,5424,4219,8498,6775,6906,4064,4661,7583,7843,8687,4632,7284,4766
2392,7209,8216,6763,9390,7419,8014,2932,3735,2859,4727,4894,1368,6135,3711,6642,8823,4698,7618,5966,5640,5327,2885,4974,7175,4519,3720,6069,6565,4122,6799,2996,3572,2772,4302,5672,1330,1772,3531,6311,7498,6970,3208,3761,1988,7830,1851,0,5946,3339,2926,695,3305,3391,6857,7545,6152,7529,2350,3337,8011,2088,2883,8067,6109,6052,6221,6603,1184,5905,5185,1925,397,2783,4555,8214,5554,6401,4849,5393,6315,5238,8272,6105,5351,8403,4592,5693,2857,7804,6525,5655,2301,3164,6371,7045,6891,3139,5455,3052
5449,3886,2858,1656,7449,6705,2314,5500,7675,3244,3397,2376,6925,835,4292,6569,6784,4160,4895,4637,7153,6212,8258,7077,4939,1429,6697,9428,8523,2880,1564,4389,7136,3469,3077,7544,6717,4238,6864,5707,2418,7505,4249,2565,4046,6793,7689,5946,0,4724,7872,6635,7824,7196,5522,4208,8546,1831,4831,5840,4197,7642,5217,2575,4974,3449,7519,2647,7109,6604,3389,4077,5761,5356,4225,4638,677,1966,1524,7342,385,6632,3481,1140,1063,4027,2786,7881,5969,6222,6966,3167,4665,3255,3484,5438,1210,5577,1312,4645
4959,4224,7549,6178,6051,4119,7035,5417,3012,3417,1848,5176,3355,4438,5343,3406,5488,1477,4417,2678,2911,2243,4144,2550,3920,3683,1973,4735,4193,1869,4787,4778,2448,3635,1774,3166,3095,2270,2163,2981,5208,3934,4872,2238,3133,4510,4217,3339,4724,0,3555,3735,3316,2552,3522,4511,4045,6554,4512,1122,5064,5403,5219,5931,2785,3096,3442,4017,3999,2824,2253,3032,2947,5218,1315,5166,4726,4117,3207,2908,5092,2389,5685,4242,4764,5612,5159,3403,5598,4465,3418,2802,4337,1692,3423,3720,5924,5619,5036,5004
5306,7716,10505,9052,8768,6587,10141,5843,1347,5348,5403,7463,1597,7781,6596,5696,8346,4952,7735,5948,4129,4347,728,3366,7178,6561,2234,3405,4516,5268,8247,5881,1665,5373,5263,3927,1596,3866,1883,5769,8738,5596,6081,5326,4559,7061,1803,2926,7872,3555,0,2548,614,1401,6509,7972,3960,9646,5264,2645,8555,3876,5807,9440,5929,6624,4637,7570,2289,4784,5803,4460,2753,5702,4789,8603,7672,7630,6462,3704,8256,3977,9239,7638,7577,9144,7245,3746,5713,7317,5333,6353,5197,4626,6947,6776,8993,6046,7765,5962
2815,7753,8906,7455,9756,7722,8709,3341,3557,3551,5261,5568,960,6808,4278,6909,9212,5158,8103,6405,5757,5557,2365,5048,7635,5209,3761,5857,6561,4717,7458,3571,3502,3454,4873,5732,1056,2435,3519,6655,8140,7146,3791,4406,2680,8151,1193,695,6635,3735,2548,0,3019,3285,7249,8080,6101,8224,2893,3532,8568,1712,3341,8724,6520,6593,6333,7207,493,6118,5719,2618,919,3218,5007,8748,6249,7035,5511,5460,7006,5402,8887,6768,6046,8990,5253,5701,3173,8181,6735,6209,2876,3782,6916,7454,7586,3536,6148,3592
5696,7376,10527,9085,8244,6057,10119,6237,741,5502,5150,7603,2060,7668,6891,5163,7844,4636,7328,5551,3553,3837,1315,2794,6760,6567,1746,2852,3902,5115,8084,6181,1139,5560,5073,3330,1997,3995,1398,5291,8524,5016,6371,5260,4762,6534,2392,3305,7824,3316,614,3019,0,896,6047,7614,3346,9626,5598,2301,8210,4443,6178,9245,5505,6316,4047,7319,2818,4243,5525,4658,3075,6085,4476,8231,7677,7431,6370,3116,8206,3436,8964,7504,7611,8827,7418,3137,6144,6823,4775,6076,5513,4570,6633,6322,8976,6444,7820,6286
5724,6509,9962,8543,7371,5188,9507,6261,483,5158,4348,7208,2388,6974,6735,4296,6958,3791,6437,4664,2749,2953,2128,1985,5867,6012,850,2725,3307,4404,7339,6046,268,5261,4326,2590,2233,3659,502,4397,7735,4216,6215,4639,4506,5663,2956,3391,7196,2552,1401,3285,896,0,5152,6738,2820,9018,5528,1470,7340,4879,6163,8470,4612,5469,3278,6506,3212,3383,4702,4396,3080,6091,3634,7349,7109,6658,5706,2348,7574,2577,8131,6789,7080,7970,7071,2473,6238,5934,3935,5250,5415,3975,5781,5426,8374,6473,7313,6186
8221,2214,8153,7171,2548,1199,7403,8608,5426,6185,2637,7187,6775,4785,8153,1443,1966,2250,1527,1032,3024,2284,7210,3543,974,5363,4302,5799,4073,3543,4520,7754,4913,6474,3214,3485,6521,5557,4650,786,4304,2409,7779,4298,6266,1292,7608,6857,5522,3522,6509,7249,6047,5152,0,2201,4434,7039,7683,3940,2797,8925,8368,5037,775,2077,2986,3138,7483,2132,2348,6188,6467,8408,2362,2582,5940,3752,4357,3478,5742,2797,4053,4462,6193,3562,7377,3907,8878,959,2033,2375,7489,4327,2109,297,6587,8791,6522,8020
8309,369,6446,5730,3296,3270,5642,8585,7101,6005,2820,6339,7843,3376,7790,3640,2656,3042,823,2115,5091,4215,8613,5476,1235,4612,5927,7863,6243,3505,2827,7572,6538,6310,3267,5561,7583,5922,6248,2868,2330,4609,7531,4114,6383,3126,8710,7545,4208,4511,7972,8080,7614,6738,2201,0,6557,5360,7701,5330,626,9620,8314,2980,2275,1493,5142,1566,8417,4229,2362,6337,7193,8396,3205,669,4787,2242,3581,5502,4305,4758,1867,3069,5124,1371,6644,5982,8950,2401,4222,1907,7502,4486,1182,1945,5039,8735,5436,7852
8398,6470,11404,10109,5854,3812,10799,8921,2638,7376,5185,9220,5207,8074,9185,3051,5670,4427,5958,4548,1492,2450,4627,1499,5387,7682,2476,1439,617,5700,8169,8542,2601,7553,5472,1036,5052,6003,2623,3695,8277,2346,8680,6235,6906,4255,5711,6152,8546,4045,3960,6101,3346,2820,4434,6557,0,10345,8114,3154,7178,7692,8789,9049,4310,5775,1464,6982,6027,2328,5328,6796,5809,8740,4338,7009,8667,7384,7038,1205,8883,1949,8314,7807,8752,7925,9189,665,8955,4826,2462,5769,7975,5736,6002,4727,9754,9134,9040,8723
6604,5107,1114,1000,8653,8238,496,6522,9498,4695,5168,3069,8611,2312,5142,8211,8016,5931,6143,6252,8929,7976,9996,8887,6320,3093,8527,11253,10296,4707,2555,5461,8962,4852,4891,9333,8417,5907,8692,7334,3104,9175,5273,4379,5556,8259,9332,7529,1831,6554,9646,8224,9626,9018,7039,5360,10345,0,6036,7670,5153,9036,6257,2757,6584,4982,9267,3937,8710,8334,5097,5609,7393,6417,6010,5618,1992,3289,3352,9140,1469,8417,4041,2615,2181,4727,3524,9681,7016,7618,8651,4785,5904,5058,4933,6907,653,6546,2131,5673
632,7334,6490,5122,10201,8518,6480,925,5932,1730,5127,3038,3717,5315,1388,7888,9565,5441,8015,6672,7308,6750,5226,6761,7707,3515,5642,8252,8434,4267,6100,700,5658,1439,4566,7454,3670,2242,5543,7334,6930,8444,929,3591,1421,8853,4072,2350,4831,4512,5264,2893,5598,5528,7683,7701,8114,6036,0,5019,8021,3081,706,7315,6910,6280,7874,6400,3350,7334,5530,1506,2524,725,5346,8335,4256,5974,4300,7173,5136,6824,7886,5410,3939,8209,2631,7568,1250,8634,7931,5841,199,3367,6546,7793,5464,1115,3913,702
5363,5082,8654,7268,6339,4230,8153,5868,1910,4230,2879,6141,2894,5558,6036,3390,5852,2335,5096,3308,2326,2027,3310,1743,4547,4753,860,3668,3421,2991,5887,5405,1337,4400,2883,2435,2652,2855,1046,3249,6267,3635,5536,3325,3760,4679,3692,3337,5840,1122,2645,3532,2301,1470,3940,5330,3154,7670,5019,0,5919,5243,5710,7004,3310,4015,2906,5037,3664,2587,3234,3650,2949,5678,2176,5958,5819,5194,4326,2155,6210,1902,6668,5357,5835,6527,6074,2566,5962,4810,3205,3783,4867,2718,4332,4190,7037,6079,6094,5598
8640,841,6208,5624,3552,3817,5390,8886,7710,6304,3314,6439,8372,3364,8012,4240,2960,3609,1324,2737,5715,4841,9187,6102,1823,4788,6535,8489,6856,3917,2706,7844,7144,6606,3710,6185,8114,6346,6852,3486,2053,5197,7787,4466,6746,3628,9240,8011,4197,5064,8555,8568,8210,7340,2797,626,7178,5153,8021,5919,0,10072,8610,2598,2901,1986,5757,1670,8921,4850,2860,6708,7670,8701,3773,465,4819,2273,3796,6128,4239,5384,1362,3083,5177,768,6775,6607,9271,2887,4827,2359,7825,4901,1658,2528,4901,9026,5475,8125
2658,9279,9556,8162,11446,9429,9498,3027,5079,4401,6806,6107,2493,7962,4350,8620,10890,6785,9706,8050,7447,7269,3428,6725,9262,6228,5434,7281,8185,6162,8680,3756,5116,4201,6363,7398,2678,3745,5169,8351,9430,8850,3981,5724,3613,9855,2088,2088,7642,5403,3876,1712,4443,4879,8925,9620,7692,9036,3081,5243,10072,0,3173,9944,8184,8127,8020,8618,1667,7829,7263,3599,2466,3004,6640,10288,7150,8359,6741,7131,7987,7107,10260,7976,6879,10434,5709,7339,2640,9865,8445,7722,3173,5186,8442,9120,8434,3154,6906,3647
544,7945,6598,5301,10878,9217,6675,285,6553,2309,5794,3193,4228,5771,1207,8592,10238,6131,8657,7352,8007,7455,5705,7451,8367,3985,6314,8882,9120,4920,6571,828,6305,2005,5226,8146,4212,2948,6203,8031,7418,9150,988,4223,2118,9547,4478,2883,5217,5219,5807,3341,6178,6163,8368,8314,8789,6257,706,5710,8610,3173,0,7754,7596,6915,8574,6968,3760,8039,6187,2207,3111,173,6040,8938,4601,6507,4846,7865,5493,7526,8402,5895,4256,8760,2747,8252,762,9317,8637,6475,888,4044,7172,8472,5724,426,4178,585
7945,2845,3718,3470,6147,6191,2891,8038,8912,5639,4130,4925,8816,2005,6866,6408,5556,4781,3802,4539,7559,6600,9954,7743,4145,3802,7786,10201,8849,4185,1268,6928,8336,5900,4178,8014,8577,6295,8041,5550,772,7402,6802,4325,6343,6093,9648,8067,2575,5931,9440,8724,9245,8470,5037,2980,9049,2757,7315,7004,2598,9944,7754,0,4824,3274,7751,2069,9162,6794,3830,6348,7809,7885,4916,3046,3243,1814,3219,7886,2392,7118,1322,1969,3625,2031,5351,8414,8496,5378,6943,3320,7138,4987,3066,4829,2712,8128,3830,7192
7447,2161,7696,6630,3318,1782,6977,7835,4930,5425,1898,6503,6086,4287,7400,1633,2721,1475,1832,336,2829,1940,6614,3205,1256,4686,3772,5591,4047,2801,4135,6989,4389,5712,2470,3298,5829,4783,4111,752,4062,2616,7018,3557,5492,1999,6930,6109,4974,2785,5929,6520,5505,4612,775,2275,4310,6584,6910,3310,2901,8184,7596,4824,0,1622,2942,2804,6772,1995,1663,5414,5721,7635,1590,2807,5338,3342,3711,3229,5226,2483,4005,3973,5567,3629,6672,3717,8103,1732,2127,1811,6716,3558,1765,936,6090,8019,5894,7253
6877,1160,6095,5094,4168,3270,5364,7180,5870,4620,1332,5254,6387,2709,6487,3254,3497,1680,1748,1304,4284,3327,7235,4495,1571,3443,4703,6951,5584,2034,2513,6204,5295,4923,1779,4740,6128,4435,4998,2374,2502,4238,6184,2693,4931,3345,7254,6052,3449,3096,6624,6593,6316,5469,2077,1493,5775,4982,6280,4015,1986,8127,6915,3274,1622,0,4492,1211,6939,3532,876,4879,5703,6987,1840,2161,3894,1720,2399,4618,3665,3850,2675,2388,4171,2520,5497,5143,7524,2799,3740,440,6081,3006,329,1991,4513,7340,4499,6482
8253,5082,10355,9136,4474,2368,9700,8746,3310,6857,4122,8501,5552,6962,8781,1587,4239,3363,4513,3213,582,1320,5359,1306,3949,6831,2591,2881,1106,4787,6962,8198,3013,7077,4512,731,5347,5651,2885,2274,6983,999,8303,5424,6543,2825,6214,6221,7519,3442,4637,6333,4047,3278,2986,5142,1464,9267,7874,2906,5757,8020,8574,7751,2942,4492,0,5701,6373,959,4174,6438,5840,8553,3314,5568,7727,6166,6059,934,7830,1056,6937,6674,7863,6513,8538,1066,8861,3367,999,4550,7711,5048,4686,3276,8708,8955,8171,8412
7024,1239,5046,4206,4811,4333,4277,7247,6931,4673,2170,4793,7139,1821,6343,4423,4152,2748,2259,2500,5492,4532,8137,5677,2383,3118,5783,8136,6794,2491,1389,6191,6354,4972,2372,5946,6888,4873,6057,3548,1297,5415,6127,2911,5174,4326,7999,6603,2647,4017,7570,7207,7319,6506,3138,1566,6982,3937,6400,5037,1670,8618,6968,2069,2804,1211,5701,0,7600,4742,1808,5147,6291,7066,2893,2062,3221,685,2133,5817,2767,5049,1695,1507,3561,1828,5116,6345,7645,3683,4931,1272,6205,3441,1046,2983,3546,7381,3872,6472
3224,8098,9399,7946,9963,7889,9197,3737,3424,4042,5608,6061,827,7262,4737,7054,9438,5452,8403,6677,5805,5686,1993,5073,7918,5686,3782,5669,6518,5110,7898,4036,3449,3947,5248,5740,1029,2890,3508,6858,8564,7226,4258,4838,3172,8331,723,1184,7109,3999,2289,493,2818,3212,7483,8417,6027,8710,3350,3664,8921,1667,3760,9162,6772,6939,6373,7600,0,6231,6063,3108,1358,3627,5297,9084,6732,7453,5957,5475,7482,5487,9287,7213,6534,9367,5743,5673,3527,8401,6841,6567,3344,4196,7265,7700,8071,3924,6639,4043
7763,4149,9427,8234,4009,1819,8760,8232,3547,6176,3218,7703,5436,6024,8138,925,3655,2472,3645,2257,893,588,5511,1505,3067,5986,2571,3668,2057,3939,6006,7594,3120,6416,3646,1353,5207,5091,2913,1372,6025,1111,7681,4615,5956,2298,6181,5905,6604,2824,4784,6118,4243,3383,2132,4229,2328,8334,7334,2587,4850,7829,8039,6794,1995,3532,959,4742,6231,0,3236,5856,5511,8035,2444,4689,6842,5210,5168,1360,6906,808,5999,5732,6996,5597,7771,1775,8393,2684,620,3597,7160,4310,3728,2429,7784,8437,7310,7825
6111,2036,6192,5037,4731,3445,5526,6443,5124,3926,458,4845,5515,2789,5858,3194,4075,951,2503,1339,3868,2902,6397,3946,2180,3025,3975,6398,5221,1267,2846,5513,4546,4225,967,4296,5257,3597,4249,2353,3071,4116,5515,1997,4149,3634,6382,5185,3389,2253,5803,5719,5525,4702,2348,2362,5328,5097,5530,3234,2860,7263,6187,3830,1663,876,4174,1808,6063,3236,0,4089,4831,6247,1088,3031,3699,2073,2052,4133,3676,3379,3441,2501,3912,3364,5029,4673,6764,3230,3577,551,5332,2194,1203,2372,4554,6613,4238,5787
2036,5976,6294,4839,8715,7012,6093,2429,4845,940,3668,3032,3125,4363,2389,6387,8086,3942,6590,5184,5883,5275,4620,5385,6252,2650,4357,7094,7067,2845,5087,1762,4479,913,3123,6064,2980,796,4317,5828,5856,6966,1885,2245,111,7348,3758,1925,4077,3032,4460,2618,4658,4396,6188,6337,6796,5609,1506,3650,6708,3599,2207,6348,5414,4879,6438,5147,3108,5856,4089,0,1841,2229,3843,6988,3645,4814,3162,5787,4436,5383,6732,4383,3429,6975,2786,6216,2693,7142,6445,4444,1320,1898,5164,6306,4975,2621,3530,1975
2650,6861,8121,6662,8998,7022,7882,3189,3449,2780,4373,4865,1292,5905,3843,6245,8433,4319,7248,5583,5258,4933,2808,4602,6798,4343,3360,5784,6207,3802,6544,3128,3246,2734,3967,5301,1181,1533,3187,5915,7222,6579,3328,3488,1922,7434,1939,397,5761,2947,2753,919,3075,3080,6467,7193,5809,7393,2524,2949,7670,2466,3111,7809,5721,5703,5840,6291,1358,5511,4831,1841,0,3027,4174,7862,5406,6115,4600,5021,6137,4850,7969,5857,5226,8079,4593,5334,3160,7412,6131,5311,2447,2863,6023,6657,6748,3400,5352,3216
404,8028,6767,5465,10925,9240,6838,200,6474,2397,5848,3357,4117,5898,1380,8603,10288,6166,8726,7396,7983,7450,5583,7416,8426,4106,6264,8807,9080,4982,6695,972,6239,2096,5284,8112,4110,2949,6144,8057,7538,9144,1145,4295,2145,9577,4343,2783,5356,5218,5702,3218,6085,6091,8408,8396,8740,6417,725,5678,8701,3004,173,7885,7635,6987,8553,7066,3627,8035,6247,2229,3027,0,6071,9024,4745,6616,4949,7831,5637,7508,8516,6015,4404,8864,2912,8211,614,9359,8636,6547,919,4090,7248,8517,5880,402,4333,745
5870,2932,7078,5827,4908,3192,6461,6271,4046,3938,849,5282,4669,3737,5926,2678,4305,164,3107,1413,2928,1996,5414,2907,2628,3543,2890,5341,4298,1498,3895,5468,3469,4211,1203,3324,4409,3195,3172,2003,4159,3464,5514,2202,3926,3508,5532,4555,4225,1315,4789,5007,4476,3634,2362,3205,4338,6010,5346,2176,3773,6640,6040,4916,1590,1840,3314,2893,5297,2444,1088,3843,4174,6071,0,3856,4413,3143,2746,3133,4552,2409,4497,3478,4556,4357,5379,3675,6525,3321,2909,1624,5155,2037,2160,2514,5427,6459,4868,5724
8947,1015,6672,6083,3101,3517,5853,9211,7699,6629,3489,6853,8505,3803,8378,4016,2523,3693,1057,2693,5570,4735,9253,6006,1622,5171,6527,8351,6655,4164,3163,8185,7142,6933,3932,6038,8245,6585,6855,3317,2517,4946,8136,4756,7031,3288,9372,8214,4638,5166,8603,8748,8231,7349,2582,669,7009,5618,8335,5958,465,10288,8938,3046,2807,2161,5568,2062,9084,4689,3031,6988,7862,9024,3856,0,5251,2696,4160,6001,4690,5275,1777,3515,5603,1113,7178,6461,9584,2542,4611,2571,8137,5146,1847,2297,5363,9357,5906,8466
4863,4451,2854,1452,7981,7102,2486,4882,7591,2758,3627,1699,6618,1466,3637,6892,7312,4371,5436,5004,7323,6409,8008,7177,5431,1112,6678,9461,8691,2969,2232,3774,7073,2950,3220,7690,6425,3915,6814,6050,3092,7795,3623,2494,3600,7226,7345,5554,677,4726,7672,6249,7677,7109,5940,4787,8667,1992,4256,5819,4819,7150,4601,3243,5338,3894,7727,3221,6732,6842,3699,3645,5406,4745,4413,5251,0,2557,1674,7471,893,6792,4153,1737,385,4685,2111,8004,5359,6692,7248,3565,4100,3134,3972,5882,1343,4949,656,4023
6605,1923,4402,3522,5497,4951,3652,6790,7104,4245,2331,4167,7058,1136,5808,4974,4837,3018,2944,3020,5909,4941,8155,6019,3048,2570,5987,8471,7242,2394,797,5710,6529,4536,2367,6349,6814,4638,6235,4094,1121,5957,5629,2642,4828,4972,7903,6401,1966,4117,7630,7035,7431,6658,3752,2242,7384,3289,5974,5194,2273,8359,6507,1814,3342,1720,6166,685,7453,5210,2073,4814,6115,6616,3143,2696,2557,0,1677,6197,2082,5437,1921,828,2908,2263,4510,6734,7208,4347,5453,1619,5783,3257,1644,3619,2872,6912,3212,5988
4930,3216,4375,3081,6566,5489,3830,5126,6182,2570,1954,2856,5659,1331,4219,5232,5895,2699,4089,3381,5667,4743,6900,5561,3970,1048,5181,7904,7037,1357,1950,4061,5634,2862,1567,6046,5431,3078,5358,4403,2694,6125,3994,1151,3169,5650,6470,4849,1524,3207,6462,5511,6370,5706,4357,3581,7038,3352,4300,4326,3796,6741,4846,3219,3711,2399,6059,2133,5957,5168,2052,3162,4600,4949,2746,4160,1674,1677,0,5836,1886,5140,3595,1257,1861,3915,3104,6373,5537,5173,5576,2010,4108,1849,2559,4334,2732,5255,2187,4341
7512,5383,10199,8910,5284,3114,9594,8020,2381,6297,3981,8075,4650,6869,8164,2245,4982,3224,4971,3434,486,1302,4426,420,4386,6500,1699,2363,1290,4502,6978,7548,2083,6493,4269,282,4454,4992,1971,2701,7114,1906,7670,5057,5896,3590,5291,5393,7342,2908,3704,5460,3116,2348,3478,5502,1205,9140,7173,2155,6128,7131,7865,7886,3229,4618,934,5817,5475,1360,4133,5787,5021,7831,3133,6001,7471,6197,5836,0,7678,768,7205,6605,7564,6858,8066,542,8102,4035,1743,4587,7021,4588,4860,3775,8549,8231,7857,7747
5748,4001,2527,1443,7578,6934,1944,5774,8052,3586,3715,2536,7306,963,4524,6836,6919,4479,5027,4890,7477,6530,8642,7421,5112,1797,7065,9785,8846,3239,1542,4666,7510,3799,3423,7875,7099,4616,7237,5967,2349,7783,4516,2946,4401,7000,8066,6315,385,5092,8256,7006,8206,7574,5742,4305,8883,1469,5136,6210,4239,7987,5493,2392,5226,3665,7830,2767,7482,6906,3676,4436,6137,5637,4552,4690,893,2082,1886,7678,0,6961,3409,1288,1257,3999,2970,8218,6250,6405,7249,3414,4976,3638,3670,5641,878,5842,1438,4916
7213,4627,9486,8221,4813,2623,8865,7702,2743,5806,3250,7487,4680,6134,7725,1729,4442,2488,4258,2674,538,543,4704,746,3671,5854,1774,3121,1899,3828,6221,7142,2313,6023,3575,919,4458,4597,2112,2012,6346,1743,7247,4427,5488,3102,5404,5238,6632,2389,3977,5402,3436,2577,2797,4758,1949,8417,6824,1902,5384,7107,7526,7118,2483,3850,1056,5049,5487,808,3379,5383,4850,7508,2409,5275,6792,5437,5140,768,6961,0,6442,5863,6905,6106,7508,1298,7827,3448,1373,3824,6660,4016,4093,3092,7835,7910,7205,7358
8518,1857,5034,4664,4866,5137,4207,8686,8540,6160,3838,5847,8834,2719,7642,5481,4300,4342,2660,3772,6827,5904,9819,7124,3099,4428,7376,9563,8043,4178,1922,7595,7964,6447,4067,7295,8583,6523,7667,4671,1064,6461,7500,4536,6748,4976,9693,8272,3481,5685,9239,8887,8964,8131,4053,1867,8314,4041,7886,6668,1362,10260,8402,1322,4005,2675,6937,1695,9287,5999,3441,6732,7969,8516,4497,1777,4153,1921,3595,7205,3409,6442,0,2529,4536,710,6237,7710,9113,4239,6052,2890,7697,5109,2382,3807,3910,8800,4792,7871
6042,2746,3724,2729,6313,5657,3029,6180,7253,3704,2629,3378,6902,324,5113,5597,5650,3380,3759,3640,6362,5400,8108,6384,3825,1911,6189,8803,7720,2390,704,5080,6689,3978,2476,6782,6670,4335,6402,4721,1523,6560,4978,2390,4380,5714,7720,6105,1140,4242,7638,6768,7504,6789,4462,3069,7807,2615,5410,5357,3083,7976,5895,1969,3973,2388,6674,1507,7213,5732,2501,4383,5857,6015,3478,3515,1737,828,1257,6605,1288,5863,2529,0,2096,2989,3741,7146,6619,5117,6036,2170,5226,3075,2382,4356,2125,6287,2393,5353
4537,4782,2930,1475,8290,7340,2664,4534,7563,2515,3800,1314,6462,1838,3267,7092,7619,4526,5753,5235,7440,6543,7881,7256,5723,1082,6692,9494,8802,3079,2614,3432,7059,2681,3353,7792,6279,3767,6808,6264,3476,7976,3273,2527,3375,7483,7164,5351,1063,4764,7577,6046,7611,7080,6193,5124,8752,2181,3939,5835,5177,6879,4256,3625,5567,4171,7863,3561,6534,6996,3912,3429,5226,4404,4556,5603,385,2908,1861,7564,1257,6905,4536,2096,0,5061,1727,8091,5016,6970,7425,3821,3791,3123,4269,6148,1557,4595,329,3675
8837,1486,5734,5308,4171,4582,4908,9041,8356,6479,3799,6360,8861,3223,8069,5005,3621,4195,2089,3440,6454,5563,9754,6814,2590,4832,7182,9220,7614,4281,2467,7968,7785,6775,4119,6924,8606,6689,7490,4239,1667,5965,7890,4739,7001,4382,9727,8403,4027,5612,9144,8990,8827,7970,3562,1371,7925,4727,8209,6527,768,10434,8760,2031,3629,2520,6513,1828,9367,5597,3364,6975,8079,8864,4357,1113,4685,2263,3915,6858,3999,6106,710,2989,5061,0,6730,7344,9450,3637,5590,2826,8015,5249,2197,3296,4560,9167,5336,8247
3138,6285,3869,2556,9665,8446,3931,3005,7539,1918,4784,459,5885,3520,1620,8047,8994,5399,7190,6361,8043,7247,7395,7704,7067,2056,6881,9695,9351,3910,4317,1986,7114,1873,4236,8323,5757,3429,6911,7294,5184,8833,1779,3177,2691,8661,6439,4592,2786,5159,7245,5253,7418,7071,7377,6644,9189,3524,2631,6074,6775,5709,2747,5351,6672,5497,8538,5116,5743,7771,5029,2786,4593,2912,5379,7178,2111,4510,3104,8066,2970,7508,6237,3741,1727,6730,0,8557,3501,8238,8280,5093,2540,3493,5662,7387,3029,3023,1543,2169
7880,5877,10739,9445,5539,3416,10135,8396,2398,6764,4523,8578,4845,7411,8601,2589,5291,3766,5419,3938,892,1817,4449,854,4840,7024,1974,1893,874,5036,7516,7971,2226,6949,4807,423,4669,5420,2182,3145,7642,2055,8101,5578,6325,3880,5424,5693,7881,3403,3746,5701,3137,2473,3907,5982,665,9681,7568,2566,6607,7339,8252,8414,3717,5143,1066,6345,5673,1775,4673,6216,5334,8211,3675,6461,8004,6734,6373,542,8218,1298,7710,7146,8091,7344,8557,0,8454,4388,2031,5122,7423,5091,5378,4203,9088,8609,8382,8160
657,8583,7338,6056,11408,9669,7431,496,6592,2973,6353,3950,4116,6506,1922,9001,10779,6629,9255,7876,8285,7805,5517,7683,8937,4712,6488,8926,9327,5504,7301,1584,6407,2675,5798,8384,4147,3351,6338,8492,8142,9497,1750,4838,2622,10020,4219,2857,5969,5598,5713,3173,6144,6238,8878,8950,8955,7016,1250,5962,9271,2640,762,8496,8103,7524,8861,7645,3527,8393,6764,2693,3160,614,6525,9584,5359,7208,5537,8102,6250,7827,9113,6619,5016,9450,3501,8454,0,9833,9001,7085,1447,4585,7793,8999,6486,538,4940,1347
9176,2556,8726,7846,1590,1046,7945,9559,6167,7116,3556,8024,7677,5441,9074,1799,1041,3207,1583,1966,3554,2991,8030,4180,1299,6201,5087,6247,4372,4461,5065,8692,5684,7408,4135,3982,7425,6516,5438,1562,4702,2557,8711,5211,7218,746,8498,7804,6222,4465,7317,8181,6823,5934,959,2401,4826,7618,8634,4810,2887,9865,9317,5378,1732,2799,3367,3683,8401,2684,3230,7142,7412,9359,3321,2542,6692,4347,5173,4035,6405,3448,4239,5117,6970,3637,8238,4388,9833,0,2368,3163,8440,5273,2738,858,7218,9740,7298,8959
8369,4196,9755,8611,3542,1386,9061,8834,4060,6733,3625,8191,6042,6340,8705,598,3261,2912,3554,2436,1260,1203,6060,1988,3006,6442,3146,3879,2049,4405,6249,8175,3669,6981,4098,1640,5815,5689,3481,1394,6184,554,8255,5108,6544,1855,6775,6525,6966,3418,5333,6735,4775,3935,2033,4222,2462,8651,7931,3205,4827,8445,8637,6943,2127,3740,999,4931,6841,620,3577,6445,6131,8636,2909,4611,7248,5453,5576,1743,7249,1373,6052,6036,7425,5590,8280,2031,9001,2368,0,3870,7755,4850,3891,2314,8125,9037,7744,8410
